Interview_ID,Candidate_ID,Requisition_ID,Stage_Name,Interviewer_ID,Interviewer_Role,Scheduled_Date,Feedback_Submitted_Date,Turnaround_Hours,SLA_Met,BARS_Score_1,BARS_Score_2,BARS_Score_3,BARS_Score_4,Mean_BARS_Score,Notes_Summary
INT-2026-0116,CAND-2026-0029,REQ-2026-ENG-G4,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-02-06,2026-02-08,30.0,Yes,3.9,3.3,3.5,3.4,3.53,Composite and decision evidence reviewed in calibration
INT-2026-0117,CAND-2026-0030,REQ-2026-ENG-G4,Work Sample Review,APD-INT-057,Technical Assessor,2026-01-25,2026-01-27,41.0,Yes,3.2,3.8,3.2,3.6,3.45,Work sample evidence recorded against the controlled scoring key
INT-2026-0118,CAND-2026-0030,REQ-2026-ENG-G4,Structured Interview A,APD-INT-058,Hiring Manager,2026-01-27,2026-01-28,15.0,Yes,3.2,3.8,3.2,3.6,3.45,Behavioral evidence mapped to published BARS anchors
INT-2026-0119,CAND-2026-0030,REQ-2026-ENG-G4,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-01-29,2026-01-31,26.0,Yes,3.2,3.8,3.2,3.6,3.45,Independent follow-up evidence locked before panel release
INT-2026-0120,CAND-2026-0030,REQ-2026-ENG-G4,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-01-31,2026-02-02,37.0,Yes,3.2,3.8,3.2,3.6,3.45,Composite and decision evidence reviewed in calibration
INT-2026-0121,CAND-2026-0031,REQ-2026-ENG-G4,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-01,2026-02-03,48.0,Yes,3.5,3.2,3.9,3.8,3.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0122,CAND-2026-0031,REQ-2026-ENG-G4,Structured Interview A,APD-INT-002,Hiring Manager,2026-02-03,2026-02-04,22.0,Yes,3.5,3.2,3.9,3.8,3.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0123,CAND-2026-0031,REQ-2026-ENG-G4,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-02-05,2026-02-07,33.0,Yes,3.5,3.2,3.9,3.8,3.60,Independent follow-up evidence locked before panel release
INT-2026-0124,CAND-2026-0031,REQ-2026-ENG-G4,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-02-07,2026-02-09,44.0,Yes,3.5,3.2,3.9,3.8,3.60,Composite and decision evidence reviewed in calibration
INT-2026-0125,CAND-2026-0032,REQ-2026-ENG-G4,Work Sample Review,APD-INT-005,Technical Assessor,2026-01-26,2026-01-27,18.0,Yes,3.8,3.7,3.6,4.0,3.78,Work sample evidence recorded against the controlled scoring key
INT-2026-0126,CAND-2026-0032,REQ-2026-ENG-G4,Structured Interview A,APD-INT-006,Hiring Manager,2026-01-28,2026-01-30,29.0,Yes,3.8,3.7,3.6,4.0,3.78,Behavioral evidence mapped to published BARS anchors
INT-2026-0127,CAND-2026-0032,REQ-2026-ENG-G4,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-01-30,2026-02-01,40.0,Yes,3.8,3.7,3.6,4.0,3.78,Independent follow-up evidence locked before panel release
INT-2026-0128,CAND-2026-0032,REQ-2026-ENG-G4,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-02-01,2026-02-02,14.0,Yes,3.8,3.7,3.6,4.0,3.78,Composite and decision evidence reviewed in calibration
INT-2026-0129,CAND-2026-0033,REQ-2026-ENG-G4,Work Sample Review,APD-INT-009,Technical Assessor,2026-02-02,2026-02-04,25.0,Yes,4.1,3.1,3.3,3.1,3.40,Work sample evidence recorded against the controlled scoring key
INT-2026-0130,CAND-2026-0033,REQ-2026-ENG-G4,Structured Interview A,APD-INT-010,Hiring Manager,2026-02-04,2026-02-06,36.0,Yes,4.1,3.1,3.3,3.1,3.40,Behavioral evidence mapped to published BARS anchors
INT-2026-0131,CAND-2026-0033,REQ-2026-ENG-G4,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-02-06,2026-02-08,47.0,Yes,4.1,3.1,3.3,3.1,3.40,Independent follow-up evidence locked before panel release
INT-2026-0132,CAND-2026-0033,REQ-2026-ENG-G4,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-02-08,2026-02-09,21.0,Yes,4.1,3.1,3.3,3.1,3.40,Composite and decision evidence reviewed in calibration
INT-2026-0133,CAND-2026-0034,REQ-2026-ENG-G4,Work Sample Review,APD-INT-013,Technical Assessor,2026-01-27,2026-01-29,32.0,Yes,3.4,3.6,4.0,3.3,3.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0134,CAND-2026-0034,REQ-2026-ENG-G4,Structured Interview A,APD-INT-014,Hiring Manager,2026-01-29,2026-01-31,43.0,Yes,3.4,3.6,4.0,3.3,3.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0135,CAND-2026-0034,REQ-2026-ENG-G4,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-01-31,2026-02-01,17.0,Yes,3.4,3.6,4.0,3.3,3.58,Independent follow-up evidence locked before panel release
INT-2026-0136,CAND-2026-0034,REQ-2026-ENG-G4,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-02-02,2026-02-04,28.0,Yes,3.4,3.6,4.0,3.3,3.58,Composite and decision evidence reviewed in calibration
INT-2026-0137,CAND-2026-0035,REQ-2026-ENG-G4,Work Sample Review,APD-INT-017,Technical Assessor,2026-02-03,2026-02-05,39.0,Yes,3.7,4.1,3.7,3.5,3.75,Work sample evidence recorded against the controlled scoring key
INT-2026-0138,CAND-2026-0035,REQ-2026-ENG-G4,Structured Interview A,APD-INT-018,Hiring Manager,2026-02-05,2026-02-06,13.0,Yes,3.7,4.1,3.7,3.5,3.75,Behavioral evidence mapped to published BARS anchors
INT-2026-0139,CAND-2026-0035,REQ-2026-ENG-G4,Structured Interview B,APD-INT-019,Cross-functional Panelist,2026-02-07,2026-02-08,24.0,Yes,3.7,4.1,3.7,3.5,3.75,Independent follow-up evidence locked before panel release
INT-2026-0140,CAND-2026-0035,REQ-2026-ENG-G4,Calibration Review,APD-INT-020,Talent Acquisition Partner,2026-02-09,2026-02-11,35.0,Yes,3.7,4.1,3.7,3.5,3.75,Composite and decision evidence reviewed in calibration
INT-2026-0141,CAND-2026-0036,REQ-2026-ENG-G4,Work Sample Review,APD-INT-021,Technical Assessor,2026-01-28,2026-01-30,46.0,Yes,4.0,3.5,3.4,3.7,3.65,Work sample evidence recorded against the controlled scoring key
INT-2026-0142,CAND-2026-0036,REQ-2026-ENG-G4,Structured Interview A,APD-INT-022,Hiring Manager,2026-01-30,2026-01-31,20.0,Yes,4.0,3.5,3.4,3.7,3.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0143,CAND-2026-0036,REQ-2026-ENG-G4,Structured Interview B,APD-INT-023,Cross-functional Panelist,2026-02-01,2026-02-03,31.0,Yes,4.0,3.5,3.4,3.7,3.65,Independent follow-up evidence locked before panel release
INT-2026-0144,CAND-2026-0036,REQ-2026-ENG-G4,Calibration Review,APD-INT-024,Talent Acquisition Partner,2026-02-03,2026-02-05,42.0,Yes,4.0,3.5,3.4,3.7,3.65,Composite and decision evidence reviewed in calibration
INT-2026-0145,CAND-2026-0037,REQ-2026-ENG-G4,Work Sample Review,APD-INT-025,Technical Assessor,2026-02-04,2026-02-05,16.0,Yes,3.3,4.0,4.1,3.9,3.83,Work sample evidence recorded against the controlled scoring key
INT-2026-0146,CAND-2026-0037,REQ-2026-ENG-G4,Structured Interview A,APD-INT-026,Hiring Manager,2026-02-06,2026-02-08,27.0,Yes,3.3,4.0,4.1,3.9,3.83,Behavioral evidence mapped to published BARS anchors
INT-2026-0147,CAND-2026-0037,REQ-2026-ENG-G4,Structured Interview B,APD-INT-027,Cross-functional Panelist,2026-02-08,2026-02-10,38.0,Yes,3.3,4.0,4.1,3.9,3.83,Independent follow-up evidence locked before panel release
INT-2026-0148,CAND-2026-0037,REQ-2026-ENG-G4,Calibration Review,APD-INT-028,Talent Acquisition Partner,2026-02-10,2026-02-11,12.0,Yes,3.3,4.0,4.1,3.9,3.83,Composite and decision evidence reviewed in calibration
INT-2026-0149,CAND-2026-0038,REQ-2026-ENG-G4,Work Sample Review,APD-INT-029,Technical Assessor,2026-01-29,2026-01-30,23.0,Yes,3.6,3.4,3.8,4.1,3.73,Work sample evidence recorded against the controlled scoring key
INT-2026-0150,CAND-2026-0038,REQ-2026-ENG-G4,Structured Interview A,APD-INT-030,Hiring Manager,2026-01-31,2026-02-02,34.0,Yes,3.6,3.4,3.8,4.1,3.73,Behavioral evidence mapped to published BARS anchors
INT-2026-0151,CAND-2026-0038,REQ-2026-ENG-G4,Structured Interview B,APD-INT-031,Cross-functional Panelist,2026-02-02,2026-02-04,45.0,Yes,3.6,3.4,3.8,4.1,3.73,Independent follow-up evidence locked before panel release
INT-2026-0152,CAND-2026-0038,REQ-2026-ENG-G4,Calibration Review,APD-INT-032,Talent Acquisition Partner,2026-02-04,2026-02-05,19.0,Yes,3.6,3.4,3.8,4.1,3.73,Composite and decision evidence reviewed in calibration
INT-2026-0153,CAND-2026-0039,REQ-2026-ENG-G4,Work Sample Review,APD-INT-033,Technical Assessor,2026-01-23,2026-01-25,30.0,Yes,3.9,3.9,3.5,3.2,3.63,Work sample evidence recorded against the controlled scoring key
INT-2026-0154,CAND-2026-0039,REQ-2026-ENG-G4,Structured Interview A,APD-INT-034,Hiring Manager,2026-01-25,2026-01-27,41.0,Yes,3.9,3.9,3.5,3.2,3.63,Behavioral evidence mapped to published BARS anchors
INT-2026-0155,CAND-2026-0039,REQ-2026-ENG-G4,Structured Interview B,APD-INT-035,Cross-functional Panelist,2026-01-27,2026-01-28,15.0,Yes,3.9,3.9,3.5,3.2,3.63,Independent follow-up evidence locked before panel release
INT-2026-0156,CAND-2026-0039,REQ-2026-ENG-G4,Calibration Review,APD-INT-036,Talent Acquisition Partner,2026-01-29,2026-01-31,26.0,Yes,3.9,3.9,3.5,3.2,3.63,Composite and decision evidence reviewed in calibration
INT-2026-0157,CAND-2026-0040,REQ-2026-ENG-G4,Work Sample Review,APD-INT-037,Technical Assessor,2026-01-30,2026-02-01,37.0,Yes,3.2,3.3,3.2,3.4,3.28,Work sample evidence recorded against the controlled scoring key
INT-2026-0158,CAND-2026-0040,REQ-2026-ENG-G4,Structured Interview A,APD-INT-038,Hiring Manager,2026-02-01,2026-02-03,48.0,Yes,3.2,3.3,3.2,3.4,3.28,Behavioral evidence mapped to published BARS anchors
INT-2026-0159,CAND-2026-0040,REQ-2026-ENG-G4,Structured Interview B,APD-INT-039,Cross-functional Panelist,2026-02-03,2026-02-04,22.0,Yes,3.2,3.3,3.2,3.4,3.28,Independent follow-up evidence locked before panel release
INT-2026-0160,CAND-2026-0040,REQ-2026-ENG-G4,Calibration Review,APD-INT-040,Talent Acquisition Partner,2026-02-05,2026-02-07,33.0,Yes,3.2,3.3,3.2,3.4,3.28,Composite and decision evidence reviewed in calibration
INT-2026-0161,CAND-2026-0041,REQ-2026-ENG-G4,Work Sample Review,APD-INT-041,Technical Assessor,2026-01-24,2026-01-26,44.0,Yes,3.5,3.8,3.9,3.6,3.70,Work sample evidence recorded against the controlled scoring key
INT-2026-0162,CAND-2026-0041,REQ-2026-ENG-G4,Structured Interview A,APD-INT-042,Hiring Manager,2026-01-26,2026-01-27,18.0,Yes,3.5,3.8,3.9,3.6,3.70,Behavioral evidence mapped to published BARS anchors
INT-2026-0163,CAND-2026-0041,REQ-2026-ENG-G4,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-01-28,2026-01-31,62.0,No,3.5,3.8,3.9,3.6,3.70,Independent follow-up evidence locked before panel release
INT-2026-0164,CAND-2026-0041,REQ-2026-ENG-G4,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-01-30,2026-02-02,69.0,No,3.5,3.8,3.9,3.6,3.70,Composite and decision evidence reviewed in calibration
INT-2026-0165,CAND-2026-0042,REQ-2026-ENG-G4,Work Sample Review,APD-INT-045,Technical Assessor,2026-01-31,2026-02-03,52.0,No,3.8,3.2,3.6,3.8,3.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0166,CAND-2026-0042,REQ-2026-ENG-G4,Structured Interview A,APD-INT-046,Hiring Manager,2026-02-02,2026-02-05,59.0,No,3.8,3.2,3.6,3.8,3.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0167,CAND-2026-0042,REQ-2026-ENG-G4,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-02-04,2026-02-06,36.0,Yes,3.8,3.2,3.6,3.8,3.60,Independent follow-up evidence locked before panel release
INT-2026-0168,CAND-2026-0042,REQ-2026-ENG-G4,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-02-06,2026-02-08,47.0,Yes,3.8,3.2,3.6,3.8,3.60,Composite and decision evidence reviewed in calibration
INT-2026-0169,CAND-2026-0043,REQ-2026-ENG-G4,Work Sample Review,APD-INT-049,Technical Assessor,2026-01-25,2026-01-26,21.0,Yes,4.1,3.7,3.3,4.0,3.78,Work sample evidence recorded against the controlled scoring key
INT-2026-0170,CAND-2026-0043,REQ-2026-ENG-G4,Structured Interview A,APD-INT-050,Hiring Manager,2026-01-27,2026-01-29,32.0,Yes,4.1,3.7,3.3,4.0,3.78,Behavioral evidence mapped to published BARS anchors
INT-2026-0171,CAND-2026-0043,REQ-2026-ENG-G4,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-01-29,2026-01-31,43.0,Yes,4.1,3.7,3.3,4.0,3.78,Independent follow-up evidence locked before panel release
INT-2026-0172,CAND-2026-0043,REQ-2026-ENG-G4,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-01-31,2026-02-01,17.0,Yes,4.1,3.7,3.3,4.0,3.78,Composite and decision evidence reviewed in calibration
INT-2026-0173,CAND-2026-0044,REQ-2026-ENG-G4,Work Sample Review,APD-INT-053,Technical Assessor,2026-02-01,2026-02-03,28.0,Yes,3.4,3.1,4.0,3.1,3.40,Work sample evidence recorded against the controlled scoring key
INT-2026-0174,CAND-2026-0044,REQ-2026-ENG-G4,Structured Interview A,APD-INT-054,Hiring Manager,2026-02-03,2026-02-05,39.0,Yes,3.4,3.1,4.0,3.1,3.40,Behavioral evidence mapped to published BARS anchors
INT-2026-0175,CAND-2026-0044,REQ-2026-ENG-G4,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-02-05,2026-02-06,13.0,Yes,3.4,3.1,4.0,3.1,3.40,Independent follow-up evidence locked before panel release
INT-2026-0176,CAND-2026-0044,REQ-2026-ENG-G4,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-02-07,2026-02-08,24.0,Yes,3.4,3.1,4.0,3.1,3.40,Composite and decision evidence reviewed in calibration
INT-2026-0177,CAND-2026-0045,REQ-2026-ENG-G4,Work Sample Review,APD-INT-057,Technical Assessor,2026-01-26,2026-01-28,35.0,Yes,3.7,3.6,3.7,3.3,3.58,Work sample evidence recorded against the controlled scoring key
INT-2026-0178,CAND-2026-0045,REQ-2026-ENG-G4,Structured Interview A,APD-INT-058,Hiring Manager,2026-01-28,2026-01-30,46.0,Yes,3.7,3.6,3.7,3.3,3.58,Behavioral evidence mapped to published BARS anchors
INT-2026-0179,CAND-2026-0045,REQ-2026-ENG-G4,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-01-30,2026-01-31,20.0,Yes,3.7,3.6,3.7,3.3,3.58,Independent follow-up evidence locked before panel release
INT-2026-0180,CAND-2026-0045,REQ-2026-ENG-G4,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-02-01,2026-02-03,31.0,Yes,3.7,3.6,3.7,3.3,3.58,Composite and decision evidence reviewed in calibration
INT-2026-0181,CAND-2026-0046,REQ-2026-ENG-G4,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-02,2026-02-04,42.0,Yes,4.0,4.1,3.4,3.5,3.75,Work sample evidence recorded against the controlled scoring key
INT-2026-0182,CAND-2026-0046,REQ-2026-ENG-G4,Structured Interview A,APD-INT-002,Hiring Manager,2026-02-04,2026-02-05,16.0,Yes,4.0,4.1,3.4,3.5,3.75,Behavioral evidence mapped to published BARS anchors
INT-2026-0183,CAND-2026-0046,REQ-2026-ENG-G4,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-02-06,2026-02-08,27.0,Yes,4.0,4.1,3.4,3.5,3.75,Independent follow-up evidence locked before panel release
INT-2026-0184,CAND-2026-0046,REQ-2026-ENG-G4,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-02-08,2026-02-10,38.0,Yes,4.0,4.1,3.4,3.5,3.75,Composite and decision evidence reviewed in calibration
INT-2026-0185,CAND-2026-0047,REQ-2026-ENG-G4,Work Sample Review,APD-INT-005,Technical Assessor,2026-01-27,2026-01-28,12.0,Yes,3.3,3.5,4.1,3.7,3.65,Work sample evidence recorded against the controlled scoring key
INT-2026-0186,CAND-2026-0047,REQ-2026-ENG-G4,Structured Interview A,APD-INT-006,Hiring Manager,2026-01-29,2026-01-30,23.0,Yes,3.3,3.5,4.1,3.7,3.65,Behavioral evidence mapped to published BARS anchors
INT-2026-0187,CAND-2026-0047,REQ-2026-ENG-G4,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-01-31,2026-02-02,34.0,Yes,3.3,3.5,4.1,3.7,3.65,Independent follow-up evidence locked before panel release
INT-2026-0188,CAND-2026-0047,REQ-2026-ENG-G4,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-02-02,2026-02-04,45.0,Yes,3.3,3.5,4.1,3.7,3.65,Composite and decision evidence reviewed in calibration
INT-2026-0189,CAND-2026-0048,REQ-2026-ENG-G4,Work Sample Review,APD-INT-009,Technical Assessor,2026-02-03,2026-02-04,19.0,Yes,3.6,4.0,3.8,3.9,3.83,Work sample evidence recorded against the controlled scoring key
INT-2026-0190,CAND-2026-0048,REQ-2026-ENG-G4,Structured Interview A,APD-INT-010,Hiring Manager,2026-02-05,2026-02-07,30.0,Yes,3.6,4.0,3.8,3.9,3.83,Behavioral evidence mapped to published BARS anchors
INT-2026-0191,CAND-2026-0048,REQ-2026-ENG-G4,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-02-07,2026-02-09,41.0,Yes,3.6,4.0,3.8,3.9,3.83,Independent follow-up evidence locked before panel release
INT-2026-0192,CAND-2026-0048,REQ-2026-ENG-G4,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-02-09,2026-02-10,15.0,Yes,3.6,4.0,3.8,3.9,3.83,Composite and decision evidence reviewed in calibration
INT-2026-0193,CAND-2026-0049,REQ-2026-ENG-G4,Work Sample Review,APD-INT-013,Technical Assessor,2026-01-28,2026-01-30,26.0,Yes,3.9,3.4,3.5,4.1,3.73,Work sample evidence recorded against the controlled scoring key
INT-2026-0194,CAND-2026-0049,REQ-2026-ENG-G4,Structured Interview A,APD-INT-014,Hiring Manager,2026-01-30,2026-02-01,37.0,Yes,3.9,3.4,3.5,4.1,3.73,Behavioral evidence mapped to published BARS anchors
INT-2026-0195,CAND-2026-0049,REQ-2026-ENG-G4,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-02-01,2026-02-03,48.0,Yes,3.9,3.4,3.5,4.1,3.73,Independent follow-up evidence locked before panel release
INT-2026-0196,CAND-2026-0049,REQ-2026-ENG-G4,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-02-03,2026-02-04,22.0,Yes,3.9,3.4,3.5,4.1,3.73,Composite and decision evidence reviewed in calibration
INT-2026-0197,CAND-2026-0050,REQ-2026-ENG-G4,Work Sample Review,APD-INT-017,Technical Assessor,2026-02-04,2026-02-06,33.0,Yes,3.2,3.9,3.2,3.2,3.38,Work sample evidence recorded against the controlled scoring key
INT-2026-0198,CAND-2026-0050,REQ-2026-ENG-G4,Structured Interview A,APD-INT-018,Hiring Manager,2026-02-06,2026-02-08,44.0,Yes,3.2,3.9,3.2,3.2,3.38,Behavioral evidence mapped to published BARS anchors
INT-2026-0199,CAND-2026-0050,REQ-2026-ENG-G4,Structured Interview B,APD-INT-019,Cross-functional Panelist,2026-02-08,2026-02-09,18.0,Yes,3.2,3.9,3.2,3.2,3.38,Independent follow-up evidence locked before panel release
INT-2026-0200,CAND-2026-0050,REQ-2026-ENG-G4,Calibration Review,APD-INT-020,Talent Acquisition Partner,2026-02-10,2026-02-12,29.0,Yes,3.2,3.9,3.2,3.2,3.38,Composite and decision evidence reviewed in calibration
INT-2026-0201,CAND-2026-0051,REQ-2026-ENG-G4,Work Sample Review,APD-INT-021,Technical Assessor,2026-01-29,2026-01-31,40.0,Yes,3.5,3.3,3.9,3.4,3.53,Work sample evidence recorded against the controlled scoring key
INT-2026-0202,CAND-2026-0051,REQ-2026-ENG-G4,Structured Interview A,APD-INT-022,Hiring Manager,2026-01-31,2026-02-01,14.0,Yes,3.5,3.3,3.9,3.4,3.53,Behavioral evidence mapped to published BARS anchors
INT-2026-0203,CAND-2026-0051,REQ-2026-ENG-G4,Structured Interview B,APD-INT-023,Cross-functional Panelist,2026-02-02,2026-02-04,25.0,Yes,3.5,3.3,3.9,3.4,3.53,Independent follow-up evidence locked before panel release
INT-2026-0204,CAND-2026-0051,REQ-2026-ENG-G4,Calibration Review,APD-INT-024,Talent Acquisition Partner,2026-02-04,2026-02-06,36.0,Yes,3.5,3.3,3.9,3.4,3.53,Composite and decision evidence reviewed in calibration
INT-2026-0205,CAND-2026-0052,REQ-2026-ENG-G4,Work Sample Review,APD-INT-025,Technical Assessor,2026-01-23,2026-01-25,47.0,Yes,3.8,3.8,3.6,3.6,3.70,Work sample evidence recorded against the controlled scoring key
INT-2026-0206,CAND-2026-0052,REQ-2026-ENG-G4,Structured Interview A,APD-INT-026,Hiring Manager,2026-01-25,2026-01-26,21.0,Yes,3.8,3.8,3.6,3.6,3.70,Behavioral evidence mapped to published BARS anchors
INT-2026-0207,CAND-2026-0052,REQ-2026-ENG-G4,Structured Interview B,APD-INT-027,Cross-functional Panelist,2026-01-27,2026-01-29,32.0,Yes,3.8,3.8,3.6,3.6,3.70,Independent follow-up evidence locked before panel release
INT-2026-0208,CAND-2026-0052,REQ-2026-ENG-G4,Calibration Review,APD-INT-028,Talent Acquisition Partner,2026-01-29,2026-01-31,43.0,Yes,3.8,3.8,3.6,3.6,3.70,Composite and decision evidence reviewed in calibration
INT-2026-0209,CAND-2026-0053,REQ-2026-ENG-G4,Work Sample Review,APD-INT-029,Technical Assessor,2026-01-30,2026-01-31,17.0,Yes,4.1,3.2,3.3,3.8,3.60,Work sample evidence recorded against the controlled scoring key
INT-2026-0210,CAND-2026-0053,REQ-2026-ENG-G4,Structured Interview A,APD-INT-030,Hiring Manager,2026-02-01,2026-02-03,28.0,Yes,4.1,3.2,3.3,3.8,3.60,Behavioral evidence mapped to published BARS anchors
INT-2026-0211,CAND-2026-0053,REQ-2026-ENG-G4,Structured Interview B,APD-INT-031,Cross-functional Panelist,2026-02-03,2026-02-05,39.0,Yes,4.1,3.2,3.3,3.8,3.60,Independent follow-up evidence locked before panel release
INT-2026-0212,CAND-2026-0053,REQ-2026-ENG-G4,Calibration Review,APD-INT-032,Talent Acquisition Partner,2026-02-05,2026-02-06,13.0,Yes,4.1,3.2,3.3,3.8,3.60,Composite and decision evidence reviewed in calibration
INT-2026-0213,CAND-2026-0054,REQ-2026-ENG-G4,Work Sample Review,APD-INT-033,Technical Assessor,2026-01-24,2026-01-25,24.0,Yes,3.4,3.7,4.0,4.0,3.78,Work sample evidence recorded against the controlled scoring key
INT-2026-0214,CAND-2026-0054,REQ-2026-ENG-G4,Structured Interview A,APD-INT-034,Hiring Manager,2026-01-26,2026-01-28,35.0,Yes,3.4,3.7,4.0,4.0,3.78,Behavioral evidence mapped to published BARS anchors
