Candidate_ID,Full_Name,Gender,Demographic_Cohort,Requisition_ID,Applied_Date,Source_Channel,Current_Stage,Disposition_Reason,Resume_Screen_Score,Phone_Screen_Score,Work_Sample_Score,Structured_Interview_Score,Job_Knowledge_Score,Composite_Score,Subjective_Impression_Score,Bias_Variance_Gap,Offer_Extended,Offer_Accepted,Hired_Date
CAND-2026-0118,Synthetic Candidate 0118,Male,Reference Group,REQ-2026-ENG-G4,2026-01-12,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-0119,Synthetic Candidate 0119,Female,Focal Group,REQ-2026-ENG-G4,2026-01-06,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-0120,Synthetic Candidate 0120,Female,Focal Group,REQ-2026-ENG-G4,2026-01-13,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-0121,Synthetic Candidate 0121,Male,Reference Group,REQ-2026-ENG-G4,2026-01-07,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-0122,Synthetic Candidate 0122,Male,Reference Group,REQ-2026-ENG-G4,2026-01-14,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-0123,Synthetic Candidate 0123,Male,Reference Group,REQ-2026-ENG-G4,2026-01-08,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-0124,Synthetic Candidate 0124,Female,Focal Group,REQ-2026-ENG-G4,2026-01-15,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-0125,Synthetic Candidate 0125,Female,Focal Group,REQ-2026-ENG-G4,2026-01-09,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-0126,Synthetic Candidate 0126,Male,Reference Group,REQ-2026-ENG-G4,2026-01-16,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-0127,Synthetic Candidate 0127,Male,Reference Group,REQ-2026-ENG-G4,2026-01-10,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-0128,Synthetic Candidate 0128,Male,Reference Group,REQ-2026-ENG-G4,2026-01-17,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-0129,Synthetic Candidate 0129,Female,Focal Group,REQ-2026-ENG-G4,2026-01-11,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-0130,Synthetic Candidate 0130,Female,Focal Group,REQ-2026-ENG-G4,2026-01-05,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-0131,Synthetic Candidate 0131,Male,Reference Group,REQ-2026-ENG-G4,2026-01-12,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-0132,Synthetic Candidate 0132,Male,Reference Group,REQ-2026-ENG-G4,2026-01-06,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-0133,Synthetic Candidate 0133,Male,Reference Group,REQ-2026-ENG-G4,2026-01-13,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-0134,Synthetic Candidate 0134,Female,Focal Group,REQ-2026-ENG-G4,2026-01-07,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-0135,Synthetic Candidate 0135,Female,Focal Group,REQ-2026-ENG-G4,2026-01-14,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-0136,Synthetic Candidate 0136,Male,Reference Group,REQ-2026-ENG-G4,2026-01-08,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-0137,Synthetic Candidate 0137,Male,Reference Group,REQ-2026-ENG-G4,2026-01-15,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-0138,Synthetic Candidate 0138,Male,Reference Group,REQ-2026-ENG-G4,2026-01-09,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-0139,Synthetic Candidate 0139,Female,Focal Group,REQ-2026-ENG-G4,2026-01-16,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-0140,Synthetic Candidate 0140,Female,Focal Group,REQ-2026-ENG-G4,2026-01-10,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-0141,Synthetic Candidate 0141,Male,Reference Group,REQ-2026-ENG-G4,2026-01-17,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-0142,Synthetic Candidate 0142,Male,Reference Group,REQ-2026-ENG-G4,2026-01-11,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-0143,Synthetic Candidate 0143,Male,Reference Group,REQ-2026-ENG-G4,2026-01-05,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-0144,Synthetic Candidate 0144,Female,Focal Group,REQ-2026-ENG-G4,2026-01-12,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-0145,Synthetic Candidate 0145,Female,Focal Group,REQ-2026-ENG-G4,2026-01-06,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-0146,Synthetic Candidate 0146,Male,Reference Group,REQ-2026-ENG-G4,2026-01-13,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-0147,Synthetic Candidate 0147,Male,Reference Group,REQ-2026-ENG-G4,2026-01-07,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-0148,Synthetic Candidate 0148,Male,Reference Group,REQ-2026-ENG-G4,2026-01-14,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-0149,Synthetic Candidate 0149,Female,Focal Group,REQ-2026-ENG-G4,2026-01-08,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-0150,Synthetic Candidate 0150,Female,Focal Group,REQ-2026-ENG-G4,2026-01-15,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-0151,Synthetic Candidate 0151,Male,Reference Group,REQ-2026-ENG-G4,2026-01-09,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-0152,Synthetic Candidate 0152,Male,Reference Group,REQ-2026-ENG-G4,2026-01-16,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-0153,Synthetic Candidate 0153,Male,Reference Group,REQ-2026-ENG-G4,2026-01-10,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-0154,Synthetic Candidate 0154,Female,Focal Group,REQ-2026-ENG-G4,2026-01-17,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-0155,Synthetic Candidate 0155,Female,Focal Group,REQ-2026-ENG-G4,2026-01-11,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-0156,Synthetic Candidate 0156,Male,Reference Group,REQ-2026-ENG-G4,2026-01-05,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-0157,Synthetic Candidate 0157,Male,Reference Group,REQ-2026-ENG-G4,2026-01-12,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-0158,Synthetic Candidate 0158,Male,Reference Group,REQ-2026-ENG-G4,2026-01-06,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-0159,Synthetic Candidate 0159,Female,Focal Group,REQ-2026-ENG-G4,2026-01-13,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-0160,Synthetic Candidate 0160,Female,Focal Group,REQ-2026-ENG-G4,2026-01-07,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-0161,Synthetic Candidate 0161,Male,Reference Group,REQ-2026-ENG-G4,2026-01-14,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-0162,Synthetic Candidate 0162,Male,Reference Group,REQ-2026-ENG-G4,2026-01-08,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-0163,Synthetic Candidate 0163,Male,Reference Group,REQ-2026-ENG-G4,2026-01-15,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-0164,Synthetic Candidate 0164,Female,Focal Group,REQ-2026-ENG-G4,2026-01-09,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-0165,Synthetic Candidate 0165,Female,Focal Group,REQ-2026-ENG-G4,2026-01-16,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-0166,Synthetic Candidate 0166,Male,Reference Group,REQ-2026-ENG-G4,2026-01-10,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-0167,Synthetic Candidate 0167,Male,Reference Group,REQ-2026-ENG-G4,2026-01-17,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-0168,Synthetic Candidate 0168,Male,Reference Group,REQ-2026-ENG-G4,2026-01-11,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-0169,Synthetic Candidate 0169,Female,Focal Group,REQ-2026-ENG-G4,2026-01-05,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-0170,Synthetic Candidate 0170,Female,Focal Group,REQ-2026-ENG-G4,2026-01-12,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-0171,Synthetic Candidate 0171,Male,Reference Group,REQ-2026-ENG-G4,2026-01-06,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-0172,Synthetic Candidate 0172,Male,Reference Group,REQ-2026-ENG-G4,2026-01-13,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-0173,Synthetic Candidate 0173,Male,Reference Group,REQ-2026-ENG-G4,2026-01-07,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-0174,Synthetic Candidate 0174,Female,Focal Group,REQ-2026-ENG-G4,2026-01-14,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-0175,Synthetic Candidate 0175,Female,Focal Group,REQ-2026-ENG-G4,2026-01-08,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-0176,Synthetic Candidate 0176,Male,Reference Group,REQ-2026-ENG-G4,2026-01-15,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-0177,Synthetic Candidate 0177,Male,Reference Group,REQ-2026-ENG-G4,2026-01-09,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-0178,Synthetic Candidate 0178,Male,Reference Group,REQ-2026-ENG-G4,2026-01-16,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-0179,Synthetic Candidate 0179,Female,Focal Group,REQ-2026-ENG-G4,2026-01-10,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-0180,Synthetic Candidate 0180,Female,Focal Group,REQ-2026-ENG-G4,2026-01-17,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-0181,Synthetic Candidate 0181,Male,Reference Group,REQ-2026-ENG-G4,2026-01-11,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-0182,Synthetic Candidate 0182,Male,Reference Group,REQ-2026-ENG-G4,2026-01-05,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-0183,Synthetic Candidate 0183,Male,Reference Group,REQ-2026-ENG-G4,2026-01-12,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-0184,Synthetic Candidate 0184,Female,Focal Group,REQ-2026-ENG-G4,2026-01-06,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-0185,Synthetic Candidate 0185,Female,Focal Group,REQ-2026-ENG-G4,2026-01-13,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-0186,Synthetic Candidate 0186,Male,Reference Group,REQ-2026-ENG-G4,2026-01-07,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-0187,Synthetic Candidate 0187,Male,Reference Group,REQ-2026-ENG-G4,2026-01-14,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-0188,Synthetic Candidate 0188,Male,Reference Group,REQ-2026-ENG-G4,2026-01-08,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-0189,Synthetic Candidate 0189,Female,Focal Group,REQ-2026-ENG-G4,2026-01-15,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-0190,Synthetic Candidate 0190,Female,Focal Group,REQ-2026-ENG-G4,2026-01-09,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-0191,Synthetic Candidate 0191,Male,Reference Group,REQ-2026-ENG-G4,2026-01-16,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-0192,Synthetic Candidate 0192,Male,Reference Group,REQ-2026-ENG-G4,2026-01-10,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-0193,Synthetic Candidate 0193,Male,Reference Group,REQ-2026-ENG-G4,2026-01-17,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-0194,Synthetic Candidate 0194,Female,Focal Group,REQ-2026-ENG-G4,2026-01-11,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-0195,Synthetic Candidate 0195,Female,Focal Group,REQ-2026-ENG-G4,2026-01-05,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-0196,Synthetic Candidate 0196,Male,Reference Group,REQ-2026-ENG-G4,2026-01-12,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-0197,Synthetic Candidate 0197,Male,Reference Group,REQ-2026-ENG-G4,2026-01-06,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-0198,Synthetic Candidate 0198,Male,Reference Group,REQ-2026-ENG-G4,2026-01-13,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-0199,Synthetic Candidate 0199,Female,Focal Group,REQ-2026-ENG-G4,2026-01-07,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-0200,Synthetic Candidate 0200,Female,Focal Group,REQ-2026-ENG-G4,2026-01-14,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-0201,Synthetic Candidate 0201,Male,Reference Group,REQ-2026-ENG-G4,2026-01-08,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-0202,Synthetic Candidate 0202,Male,Reference Group,REQ-2026-ENG-G4,2026-01-15,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-0203,Synthetic Candidate 0203,Male,Reference Group,REQ-2026-ENG-G4,2026-01-09,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-0204,Synthetic Candidate 0204,Female,Focal Group,REQ-2026-ENG-G4,2026-01-16,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-0205,Synthetic Candidate 0205,Female,Focal Group,REQ-2026-ENG-G4,2026-01-10,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-0206,Synthetic Candidate 0206,Male,Reference Group,REQ-2026-ENG-G4,2026-01-17,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-0207,Synthetic Candidate 0207,Male,Reference Group,REQ-2026-ENG-G4,2026-01-11,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-0208,Synthetic Candidate 0208,Male,Reference Group,REQ-2026-ENG-G4,2026-01-05,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-0209,Synthetic Candidate 0209,Female,Focal Group,REQ-2026-ENG-G4,2026-01-12,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-0210,Synthetic Candidate 0210,Female,Focal Group,REQ-2026-ENG-G4,2026-01-06,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-0211,Synthetic Candidate 0211,Male,Reference Group,REQ-2026-ENG-G4,2026-01-13,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-0212,Synthetic Candidate 0212,Male,Reference Group,REQ-2026-ENG-G4,2026-01-07,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-0213,Synthetic Candidate 0213,Male,Reference Group,REQ-2026-ENG-G4,2026-01-14,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-0214,Synthetic Candidate 0214,Female,Focal Group,REQ-2026-ENG-G4,2026-01-08,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-0215,Synthetic Candidate 0215,Female,Focal Group,REQ-2026-ENG-G4,2026-01-15,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-0216,Synthetic Candidate 0216,Male,Reference Group,REQ-2026-ENG-G4,2026-01-09,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-0217,Synthetic Candidate 0217,Male,Reference Group,REQ-2026-ENG-G4,2026-01-16,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-0218,Synthetic Candidate 0218,Male,Reference Group,REQ-2026-ENG-G4,2026-01-10,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-0219,Synthetic Candidate 0219,Female,Focal Group,REQ-2026-ENG-G4,2026-01-17,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-0220,Synthetic Candidate 0220,Female,Focal Group,REQ-2026-ENG-G4,2026-01-11,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-0221,Synthetic Candidate 0221,Male,Reference Group,REQ-2026-ENG-G4,2026-01-05,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-0222,Synthetic Candidate 0222,Male,Reference Group,REQ-2026-ENG-G4,2026-01-12,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-0223,Synthetic Candidate 0223,Male,Reference Group,REQ-2026-ENG-G4,2026-01-06,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-0224,Synthetic Candidate 0224,Female,Focal Group,REQ-2026-ENG-G4,2026-01-13,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-0225,Synthetic Candidate 0225,Female,Focal Group,REQ-2026-ENG-G4,2026-01-07,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-0226,Synthetic Candidate 0226,Male,Reference Group,REQ-2026-ENG-G4,2026-01-14,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-0227,Synthetic Candidate 0227,Male,Reference Group,REQ-2026-ENG-G4,2026-01-08,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-0228,Synthetic Candidate 0228,Male,Reference Group,REQ-2026-ENG-G4,2026-01-15,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-0229,Synthetic Candidate 0229,Female,Focal Group,REQ-2026-ENG-G4,2026-01-09,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
